NOC,Year,Athletes_Count,Sports_Count,Gold,Silver,Bronze,Total_Medals,Is_Host,Total Events,Total Disciplines,Total Sports,sports coverage,Gold winning rate,Silver winning rate,Bronze winning rate,Medal winning rate
CYP,1980,15,3,0,0,0,0,False,203.0,27.0,21.0,0.14285714285714285,0.0,0.0,0.0,0.0
CYP,1984,12,4,0,0,0,0,False,221.0,29.0,21.0,0.19047619047619047,0.0,0.0,0.0,0.0
CYP,1988,11,4,0,0,0,0,False,237.0,31.0,23.0,0.17391304347826086,0.0,0.0,0.0,0.0
CYP,1992,19,8,0,0,0,0,False,257.0,34.0,25.0,0.32,0.0,0.0,0.0,0.0
CYP,1996,24,5,0,0,0,0,False,271.0,37.0,25.0,0.2,0.0,0.0,0.0,0.0
CYP,2000,24,4,0,0,0,0,False,300.0,40.0,27.0,0.14814814814814814,0.0,0.0,0.0,0.0
CYP,2004,21,7,0,0,0,0,False,301.0,40.0,27.0,0.25925925925925924,0.0,0.0,0.0,0.0
CYP,2008,18,6,0,0,0,0,False,302.0,42.0,27.0,0.2222222222222222,0.0,0.0,0.0,0.0
CYP,2012,13,7,0,1,0,1,False,302.0,40.0,26.0,0.2692307692307692,0.0,0.0033112582781456954,0.0,0.0011037527593818985
CYP,2016,21,6,0,0,0,0,False,306.0,42.0,28.0,0.21428571428571427,0.0,0.0,0.0,0.0
CYP,2020,23,6,0,0,0,0,False,339.0,50.0,33.0,0.18181818181818182,0.0,0.0,0.0,0.0
CYP,2024,23,9,0,1,0,1,False,329.0,48.0,32.0,0.28125,0.0,0.00303951367781155,0.0,0.0010131712259371835
CZE,1996,169,17,4,3,4,11,False,271.0,37.0,25.0,0.68,0.014760147601476014,0.01107011070110701,0.014760147601476014,0.013530135301353014
CZE,2000,162,20,2,3,3,8,False,300.0,40.0,27.0,0.7407407407407407,0.006666666666666667,0.01,0.01,0.008888888888888889
CZE,2004,171,20,1,3,5,9,False,301.0,40.0,27.0,0.7407407407407407,0.0033222591362126247,0.009966777408637873,0.016611295681063124,0.009966777408637873
CZE,2008,158,21,3,3,0,6,False,302.0,42.0,27.0,0.7777777777777778,0.009933774834437087,0.009933774834437087,0.0,0.006622516556291391
CZE,2012,159,21,4,3,3,10,False,302.0,40.0,26.0,0.8076923076923077,0.013245033112582781,0.009933774834437087,0.009933774834437087,0.011037527593818985
CZE,2016,135,20,1,2,7,10,False,306.0,42.0,28.0,0.7142857142857143,0.0032679738562091504,0.006535947712418301,0.02287581699346405,0.010893246187363835
CZE,2020,151,26,4,4,3,11,False,339.0,50.0,33.0,0.7878787878787878,0.011799410029498525,0.011799410029498525,0.008849557522123894,0.010816125860373648
CZE,2024,149,27,3,0,2,5,False,329.0,48.0,32.0,0.84375,0.00911854103343465,0.0,0.0060790273556231,0.005065856129685917
DEN,1896,15,5,1,2,3,6,False,43.0,10.0,11.0,0.45454545454545453,0.023255813953488372,0.046511627906976744,0.06976744186046512,0.046511627906976744
DEN,1900,36,5,2,3,2,7,False,97.0,22.0,20.0,0.25,0.020618556701030927,0.030927835051546393,0.020618556701030927,0.024054982817869417
DEN,1906,68,8,3,2,1,6,False,76.0,13.0,11.0,0.7272727272727273,0.039473684210526314,0.02631578947368421,0.013157894736842105,0.02631578947368421
DEN,1908,107,8,0,2,3,5,False,110.0,25.0,22.0,0.36363636363636365,0.0,0.01818181818181818,0.02727272727272727,0.015151515151515152
DEN,1912,233,13,1,6,5,12,False,102.0,18.0,14.0,0.9285714285714286,0.00980392156862745,0.058823529411764705,0.049019607843137254,0.0392156862745098
DEN,1920,246,14,3,9,1,13,False,156.0,29.0,22.0,0.6363636363636364,0.019230769230769232,0.057692307692307696,0.00641025641025641,0.027777777777777776
DEN,1924,158,13,2,6,3,11,False,126.0,23.0,17.0,0.7647058823529411,0.015873015873015872,0.047619047619047616,0.023809523809523808,0.0291005291005291
DEN,1928,122,14,3,2,4,9,False,109.0,20.0,14.0,1.0,0.027522935779816515,0.01834862385321101,0.03669724770642202,0.027522935779816515
DEN,1932,94,9,0,5,3,8,False,117.0,20.0,14.0,0.6428571428571429,0.0,0.042735042735042736,0.02564102564102564,0.022792022792022793
DEN,1936,173,14,0,2,3,5,False,129.0,25.0,19.0,0.7368421052631579,0.0,0.015503875968992248,0.023255813953488372,0.012919896640826873
DEN,1948,253,17,5,8,9,22,False,136.0,23.0,17.0,1.0,0.03676470588235294,0.058823529411764705,0.0661764705882353,0.05392156862745098
DEN,1952,201,15,2,1,3,6,False,149.0,23.0,17.0,0.8823529411764706,0.013422818791946308,0.006711409395973154,0.020134228187919462,0.013422818791946308
DEN,1956,51,11,1,2,1,4,False,151.0,23.0,17.0,0.6470588235294118,0.006622516556291391,0.013245033112582781,0.006622516556291391,0.008830022075055188
DEN,1960,109,15,2,3,1,6,False,150.0,23.0,17.0,0.8823529411764706,0.013333333333333334,0.02,0.006666666666666667,0.013333333333333334
DEN,1964,71,10,2,1,3,6,False,163.0,25.0,19.0,0.5263157894736842,0.012269938650306749,0.006134969325153374,0.018404907975460124,0.012269938650306749
DEN,1968,93,11,1,4,3,8,False,172.0,24.0,18.0,0.6111111111111112,0.005813953488372093,0.023255813953488372,0.01744186046511628,0.015503875968992248
DEN,1972,155,17,1,0,0,1,False,195.0,28.0,21.0,0.8095238095238095,0.005128205128205128,0.0,0.0,0.0017094017094017094
DEN,1976,81,15,1,0,2,3,False,198.0,27.0,21.0,0.7142857142857143,0.005050505050505051,0.0,0.010101010101010102,0.005050505050505051
DEN,1980,60,13,2,1,2,5,False,203.0,27.0,21.0,0.6190476190476191,0.009852216748768473,0.0049261083743842365,0.009852216748768473,0.008210180623973728
DEN,1984,74,11,0,3,3,6,False,221.0,29.0,21.0,0.5238095238095238,0.0,0.013574660633484163,0.013574660633484163,0.00904977375565611
DEN,1988,130,15,2,1,1,4,False,237.0,31.0,23.0,0.6521739130434783,0.008438818565400843,0.004219409282700422,0.004219409282700422,0.005625879043600563
DEN,1992,144,14,1,1,4,6,False,257.0,34.0,25.0,0.56,0.0038910505836575876,0.0038910505836575876,0.01556420233463035,0.007782101167315175
DEN,1996,145,14,4,1,1,6,False,271.0,37.0,25.0,0.56,0.014760147601476014,0.0036900369003690036,0.0036900369003690036,0.007380073800738007
DEN,2000,124,16,2,3,1,6,False,300.0,40.0,27.0,0.5925925925925926,0.006666666666666667,0.01,0.0033333333333333335,0.006666666666666667
DEN,2004,115,16,2,1,5,8,False,301.0,40.0,27.0,0.5925925925925926,0.006644518272425249,0.0033222591362126247,0.016611295681063124,0.008859357696566999
DEN,2008,108,16,2,2,3,7,False,302.0,42.0,27.0,0.5925925925925926,0.006622516556291391,0.006622516556291391,0.009933774834437087,0.00772626931567329
DEN,2012,149,17,2,4,3,9,False,302.0,40.0,26.0,0.6538461538461539,0.006622516556291391,0.013245033112582781,0.009933774834437087,0.009933774834437087
DEN,2016,143,16,2,6,7,15,False,306.0,42.0,28.0,0.5714285714285714,0.006535947712418301,0.0196078431372549,0.02287581699346405,0.016339869281045753
DEN,2020,138,19,3,4,4,11,False,339.0,50.0,33.0,0.5757575757575758,0.008849557522123894,0.011799410029498525,0.011799410029498525,0.010816125860373648
DEN,2024,161,24,2,2,5,9,False,329.0,48.0,32.0,0.75,0.0060790273556231,0.0060790273556231,0.015197568389057751,0.00911854103343465
DJI,1984,3,1,0,0,0,0,False,221.0,29.0,21.0,0.047619047619047616,0.0,0.0,0.0,0.0
DJI,1988,6,2,0,0,1,1,False,237.0,31.0,23.0,0.08695652173913043,0.0,0.0,0.004219409282700422,0.0014064697609001407
DJI,1992,8,3,0,0,0,0,False,257.0,34.0,25.0,0.12,0.0,0.0,0.0,0.0
DJI,1996,5,2,0,0,0,0,False,271.0,37.0,25.0,0.08,0.0,0.0,0.0,0.0
DJI,2000,2,1,0,0,0,0,False,300.0,40.0,27.0,0.037037037037037035,0.0,0.0,0.0,0.0
DJI,2008,2,1,0,0,0,0,False,302.0,42.0,27.0,0.037037037037037035,0.0,0.0,0.0,0.0
DJI,2012,4,3,0,0,0,0,False,302.0,40.0,26.0,0.11538461538461539,0.0,0.0,0.0,0.0
DJI,2016,8,3,0,0,0,0,False,306.0,42.0,28.0,0.10714285714285714,0.0,0.0,0.0,0.0
DJI,2020,5,3,0,0,0,0,False,339.0,50.0,33.0,0.09090909090909091,0.0,0.0,0.0,0.0
DJI,2024,7,3,0,0,0,0,False,329.0,48.0,32.0,0.09375,0.0,0.0,0.0,0.0
DMA,1996,6,2,0,0,0,0,False,271.0,37.0,25.0,0.08,0.0,0.0,0.0,0.0
DMA,2000,4,2,0,0,0,0,False,300.0,40.0,27.0,0.07407407407407407,0.0,0.0,0.0,0.0
DMA,2004,2,1,0,0,0,0,False,301.0,40.0,27.0,0.037037037037037035,0.0,0.0,0.0,0.0
DMA,2008,2,1,0,0,0,0,False,302.0,42.0,27.0,0.037037037037037035,0.0,0.0,0.0,0.0
DMA,2012,2,1,0,0,0,0,False,302.0,40.0,26.0,0.038461538461538464,0.0,0.0,0.0,0.0
DMA,2016,2,1,0,0,0,0,False,306.0,42.0,28.0,0.03571428571428571,0.0,0.0,0.0,0.0
DMA,2020,2,1,0,0,0,0,False,339.0,50.0,33.0,0.030303030303030304,0.0,0.0,0.0,0.0
DMA,2024,4,2,1,0,0,1,False,329.0,48.0,32.0,0.0625,0.00303951367781155,0.0,0.0,0.0010131712259371835
DOM,1964,1,1,0,0,0,0,False,163.0,25.0,19.0,0.05263157894736842,0.0,0.0,0.0,0.0
DOM,1968,24,5,0,0,0,0,False,172.0,24.0,18.0,0.2777777777777778,0.0,0.0,0.0,0.0
DOM,1972,5,3,0,0,0,0,False,195.0,28.0,21.0,0.14285714285714285,0.0,0.0,0.0,0.0
DOM,1976,11,3,0,0,0,0,False,198.0,27.0,21.0,0.14285714285714285,0.0,0.0,0.0,0.0
DOM,1980,7,4,0,0,0,0,False,203.0,27.0,21.0,0.19047619047619047,0.0,0.0,0.0,0.0
DOM,1984,24,7,0,0,1,1,False,221.0,29.0,21.0,0.3333333333333333,0.0,0.0,0.004524886877828055,0.0015082956259426848
DOM,1988,18,5,0,0,0,0,False,237.0,31.0,23.0,0.21739130434782608,0.0,0.0,0.0,0.0
DOM,1992,32,5,0,0,0,0,False,257.0,34.0,25.0,0.2,0.0,0.0,0.0,0.0
DOM,1996,16,7,0,0,0,0,False,271.0,37.0,25.0,0.28,0.0,0.0,0.0,0.0
DOM,2000,13,5,0,0,0,0,False,300.0,40.0,27.0,0.18518518518518517,0.0,0.0,0.0,0.0
DOM,2004,33,9,1,0,0,1,False,301.0,40.0,27.0,0.3333333333333333,0.0033222591362126247,0.0,0.0,0.0011074197120708748
DOM,2008,27,9,1,1,0,2,False,302.0,42.0,27.0,0.3333333333333333,0.0033112582781456954,0.0033112582781456954,0.0,0.002207505518763797
DOM,2012,36,10,1,1,0,2,False,302.0,40.0,26.0,0.38461538461538464,0.0033112582781456954,0.0033112582781456954,0.0,0.002207505518763797
DOM,2016,30,11,0,0,1,1,False,306.0,42.0,28.0,0.39285714285714285,0.0,0.0,0.0032679738562091504,0.0010893246187363835
DOM,2020,69,11,0,3,2,5,False,339.0,50.0,33.0,0.3333333333333333,0.0,0.008849557522123894,0.0058997050147492625,0.004916420845624385
DOM,2024,64,13,1,0,2,3,False,329.0,48.0,32.0,0.40625,0.00303951367781155,0.0,0.0060790273556231,0.00303951367781155
ECU,1924,4,1,0,0,0,0,False,126.0,23.0,17.0,0.058823529411764705,0.0,0.0,0.0,0.0
ECU,1968,41,6,0,0,0,0,False,172.0,24.0,18.0,0.3333333333333333,0.0,0.0,0.0,0.0
ECU,1972,4,2,0,0,0,0,False,195.0,28.0,21.0,0.09523809523809523,0.0,0.0,0.0,0.0
ECU,1976,8,4,0,0,0,0,False,198.0,27.0,21.0,0.19047619047619047,0.0,0.0,0.0,0.0
ECU,1980,16,5,0,0,0,0,False,203.0,27.0,21.0,0.23809523809523808,0.0,0.0,0.0,0.0
ECU,1984,15,6,0,0,0,0,False,221.0,29.0,21.0,0.2857142857142857,0.0,0.0,0.0,0.0
ECU,1988,15,6,0,0,0,0,False,237.0,31.0,23.0,0.2608695652173913,0.0,0.0,0.0,0.0
ECU,1992,15,6,0,0,0,0,False,257.0,34.0,25.0,0.24,0.0,0.0,0.0,0.0
ECU,1996,28,7,1,0,0,1,False,271.0,37.0,25.0,0.28,0.0036900369003690036,0.0,0.0,0.0012300123001230013
ECU,2000,11,5,0,0,0,0,False,300.0,40.0,27.0,0.18518518518518517,0.0,0.0,0.0,0.0
ECU,2004,18,7,0,0,0,0,False,301.0,40.0,27.0,0.25925925925925924,0.0,0.0,0.0,0.0
ECU,2008,26,9,0,1,0,1,False,302.0,42.0,27.0,0.3333333333333333,0.0,0.0033112582781456954,0.0,0.0011037527593818985
ECU,2012,36,11,0,0,0,0,False,302.0,40.0,26.0,0.4230769230769231,0.0,0.0,0.0,0.0
ECU,2016,40,12,0,0,0,0,False,306.0,42.0,28.0,0.42857142857142855,0.0,0.0,0.0,0.0
ECU,2020,52,17,2,1,0,3,False,339.0,50.0,33.0,0.5151515151515151,0.0058997050147492625,0.0029498525073746312,0.0,0.0029498525073746312
ECU,2024,47,14,1,2,2,5,False,329.0,48.0,32.0,0.4375,0.00303951367781155,0.0060790273556231,0.0060790273556231,0.005065856129685917
EGY,1906,5,3,0,0,0,0,False,76.0,13.0,11.0,0.2727272727272727,0.0,0.0,0.0,0.0
EGY,1920,22,6,0,0,0,0,False,156.0,29.0,22.0,0.2727272727272727,0.0,0.0,0.0,0.0
EGY,1924,30,9,0,0,0,0,False,126.0,23.0,17.0,0.5294117647058824,0.0,0.0,0.0,0.0
EGY,1928,43,5,2,1,1,4,False,109.0,20.0,14.0,0.35714285714285715,0.01834862385321101,0.009174311926605505,0.009174311926605505,0.012232415902140673
EGY,1936,66,10,2,1,2,5,False,129.0,25.0,19.0,0.5263157894736842,0.015503875968992248,0.007751937984496124,0.015503875968992248,0.012919896640826873
EGY,1948,166,12,2,2,1,5,False,136.0,23.0,17.0,0.7058823529411765,0.014705882352941176,0.014705882352941176,0.007352941176470588,0.012254901960784314
EGY,1952,196,14,0,0,1,1,False,149.0,23.0,17.0,0.8235294117647058,0.0,0.0,0.006711409395973154,0.0022371364653243847
EGY,1956,6,1,0,0,0,0,False,151.0,23.0,17.0,0.058823529411764705,0.0,0.0,0.0,0.0
EGY,1964,83,9,0,0,0,0,False,163.0,25.0,19.0,0.47368421052631576,0.0,0.0,0.0,0.0
EGY,1968,35,7,0,0,0,0,False,172.0,24.0,18.0,0.3888888888888889,0.0,0.0,0.0,0.0
EGY,1972,26,5,0,0,0,0,False,195.0,28.0,21.0,0.23809523809523808,0.0,0.0,0.0,0.0
EGY,1976,26,4,0,0,0,0,False,198.0,27.0,21.0,0.19047619047619047,0.0,0.0,0.0,0.0
EGY,1984,148,15,0,1,0,1,False,221.0,29.0,21.0,0.7142857142857143,0.0,0.004524886877828055,0.0,0.0015082956259426848
EGY,1988,59,12,0,0,0,0,False,237.0,31.0,23.0,0.5217391304347826,0.0,0.0,0.0,0.0
EGY,1992,83,13,0,0,0,0,False,257.0,34.0,25.0,0.52,0.0,0.0,0.0,0.0
EGY,1996,33,8,0,0,0,0,False,271.0,37.0,25.0,0.32,0.0,0.0,0.0,0.0
EGY,2000,103,20,0,0,0,0,False,300.0,40.0,27.0,0.7407407407407407,0.0,0.0,0.0,0.0
EGY,2004,104,17,1,1,3,5,False,301.0,40.0,27.0,0.6296296296296297,0.0033222591362126247,0.0033222591362126247,0.009966777408637873,0.005537098560354375
EGY,2008,116,19,0,0,1,1,False,302.0,42.0,27.0,0.7037037037037037,0.0,0.0,0.0033112582781456954,0.0011037527593818985
EGY,2012,132,21,0,2,0,2,False,302.0,40.0,26.0,0.8076923076923077,0.0,0.006622516556291391,0.0,0.002207505518763797
EGY,2016,137,23,0,0,3,3,False,306.0,42.0,28.0,0.8214285714285714,0.0,0.0,0.00980392156862745,0.0032679738562091504
EGY,2020,195,27,1,1,4,6,False,339.0,50.0,33.0,0.8181818181818182,0.0029498525073746312,0.0029498525073746312,0.011799410029498525,0.0058997050147492625
EGY,2024,207,26,1,1,1,3,False,329.0,48.0,32.0,0.8125,0.00303951367781155,0.00303951367781155,0.00303951367781155,0.00303951367781155
EOR,2020,35,12,0,0,0,0,False,339.0,50.0,33.0,0.36363636363636365,0.0,0.0,0.0,0.0
EOR,2024,44,13,0,0,1,1,False,329.0,48.0,32.0,0.40625,0.0,0.0,0.00303951367781155,0.0010131712259371835
ERI,2000,3,1,0,0,0,0,False,300.0,40.0,27.0,0.037037037037037035,0.0,0.0,0.0,0.0
ERI,2004,5,1,0,0,1,1,False,301.0,40.0,27.0,0.037037037037037035,0.0,0.0,0.0033222591362126247,0.0011074197120708748
ERI,2008,11,1,0,0,0,0,False,302.0,42.0,27.0,0.037037037037037035,0.0,0.0,0.0,0.0
ERI,2012,12,2,0,0,0,0,False,302.0,40.0,26.0,0.07692307692307693,0.0,0.0,0.0,0.0
ERI,2016,12,2,0,0,0,0,False,306.0,42.0,28.0,0.07142857142857142,0.0,0.0,0.0,0.0
ERI,2020,14,3,0,0,0,0,False,339.0,50.0,33.0,0.09090909090909091,0.0,0.0,0.0,0.0
ERI,2024,12,3,0,0,0,0,False,329.0,48.0,32.0,0.09375,0.0,0.0,0.0,0.0
ESA,1932,4,1,0,0,0,0,False,117.0,20.0,14.0,0.07142857142857142,0.0,0.0,0.0,0.0
ESA,1968,104,7,0,0,0,0,False,172.0,24.0,18.0,0.3888888888888889,0.0,0.0,0.0,0.0
ESA,1972,18,2,0,0,0,0,False,195.0,28.0,21.0,0.09523809523809523,0.0,0.0,0.0,0.0
ESA,1984,15,5,0,0,0,0,False,221.0,29.0,21.0,0.23809523809523808,0.0,0.0,0.0,0.0
ESA,1988,7,4,0,0,0,0,False,237.0,31.0,23.0,0.17391304347826086,0.0,0.0,0.0,0.0
ESA,1992,6,3,0,0,0,0,False,257.0,34.0,25.0,0.12,0.0,0.0,0.0,0.0
ESA,1996,10,5,0,0,0,0,False,271.0,37.0,25.0,0.2,0.0,0.0,0.0,0.0
ESA,2000,10,7,0,0,0,0,False,300.0,40.0,27.0,0.25925925925925924,0.0,0.0,0.0,0.0
ESA,2004,9,6,0,0,0,0,False,301.0,40.0,27.0,0.2222222222222222,0.0,0.0,0.0,0.0
ESA,2008,14,9,0,0,0,0,False,302.0,42.0,27.0,0.3333333333333333,0.0,0.0,0.0,0.0
ESA,2012,11,7,0,0,0,0,False,302.0,40.0,26.0,0.2692307692307692,0.0,0.0,0.0,0.0
ESA,2016,10,6,0,0,0,0,False,306.0,42.0,28.0,0.21428571428571427,0.0,0.0,0.0,0.0
ESA,2020,7,4,0,0,0,0,False,339.0,50.0,33.0,0.12121212121212122,0.0,0.0,0.0,0.0
ESA,2024,9,7,0,0,0,0,False,329.0,48.0,32.0,0.21875,0.0,0.0,0.0,0.0
ESP,1900,12,4,1,0,0,1,False,97.0,22.0,20.0,0.2,0.010309278350515464,0.0,0.0,0.003436426116838488
ESP,1920,111,7,0,2,0,2,False,156.0,29.0,22.0,0.3181818181818182,0.0,0.01282051282051282,0.0,0.004273504273504274
ESP,1924,151,15,0,0,0,0,False,126.0,23.0,17.0,0.8823529411764706,0.0,0.0,0.0,0.0
ESP,1928,106,10,1,0,0,1,False,109.0,20.0,14.0,0.7142857142857143,0.009174311926605505,0.0,0.0,0.0030581039755351682
ESP,1932,8,3,0,0,1,1,False,117.0,20.0,14.0,0.21428571428571427,0.0,0.0,0.008547008547008548,0.002849002849002849
ESP,1948,84,11,0,1,0,1,False,136.0,23.0,17.0,0.6470588235294118,0.0,0.007352941176470588,0.0,0.0024509803921568627
ESP,1952,42,7,0,1,0,1,False,149.0,23.0,17.0,0.4117647058823529,0.0,0.006711409395973154,0.0,0.0022371364653243847
ESP,1956,12,1,0,0,0,0,False,151.0,23.0,17.0,0.058823529411764705,0.0,0.0,0.0,0.0
ESP,1960,238,16,0,0,1,1,False,150.0,23.0,17.0,0.9411764705882353,0.0,0.0,0.006666666666666667,0.0022222222222222222
ESP,1964,67,9,0,0,0,0,False,163.0,25.0,19.0,0.47368421052631576,0.0,0.0,0.0,0.0
ESP,1968,137,12,0,0,0,0,False,172.0,24.0,18.0,0.6666666666666666,0.0,0.0,0.0,0.0
ESP,1972,162,17,0,0,1,1,False,195.0,28.0,21.0,0.8095238095238095,0.0,0.0,0.005128205128205128,0.0017094017094017094
ESP,1976,160,14,0,2,0,2,False,198.0,27.0,21.0,0.6666666666666666,0.0,0.010101010101010102,0.0,0.003367003367003367
ESP,1980,211,18,1,3,2,6,False,203.0,27.0,21.0,0.8571428571428571,0.0049261083743842365,0.014778325123152709,0.009852216748768473,0.009852216748768473
ESP,1984,257,23,1,2,2,5,False,221.0,29.0,21.0,1.0952380952380953,0.004524886877828055,0.00904977375565611,0.00904977375565611,0.007541478129713424
ESP,1988,317,24,1,1,2,4,False,237.0,31.0,23.0,1.0434782608695652,0.004219409282700422,0.004219409282700422,0.008438818565400843,0.005625879043600563
ESP,1992,537,29,13,7,2,22,True,257.0,34.0,25.0,1.16,0.05058365758754864,0.027237354085603113,0.007782101167315175,0.028534370946822308
ESP,1996,384,22,5,6,6,17,False,271.0,37.0,25.0,0.88,0.01845018450184502,0.02214022140221402,0.02214022140221402,0.020910209102091022
ESP,2000,431,27,3,3,5,11,False,300.0,40.0,27.0,1.0,0.01,0.01,0.016666666666666666,0.012222222222222223
ESP,2004,423,27,3,11,6,20,False,301.0,40.0,27.0,1.0,0.009966777408637873,0.036544850498338874,0.019933554817275746,0.0221483942414175
ESP,2008,355,29,5,10,3,18,False,302.0,42.0,27.0,1.0740740740740742,0.016556291390728478,0.033112582781456956,0.009933774834437087,0.019867549668874173
ESP,2012,339,27,3,10,4,17,False,302.0,40.0,26.0,1.0384615384615385,0.009933774834437087,0.033112582781456956,0.013245033112582781,0.018763796909492272
ESP,2016,363,28,7,4,6,17,False,306.0,42.0,28.0,1.0,0.02287581699346405,0.013071895424836602,0.0196078431372549,0.018518518518518517
ESP,2020,429,36,3,8,6,17,False,339.0,50.0,33.0,1.0909090909090908,0.008849557522123894,0.02359882005899705,0.017699115044247787,0.01671583087512291
ESP,2024,526,39,5,4,9,18,False,329.0,48.0,32.0,1.21875,0.015197568389057751,0.0121580547112462,0.02735562310030395,0.0182370820668693
EST,1920,20,3,1,2,0,3,False,156.0,29.0,22.0,0.13636363636363635,0.00641025641025641,0.01282051282051282,0.0,0.00641025641025641
EST,1924,47,5,1,1,4,6,False,126.0,23.0,17.0,0.29411764705882354,0.007936507936507936,0.007936507936507936,0.031746031746031744,0.015873015873015872
EST,1928,23,5,2,1,2,5,False,109.0,20.0,14.0,0.35714285714285715,0.01834862385321101,0.009174311926605505,0.01834862385321101,0.01529051987767584
EST,1932,3,2,0,0,0,0,False,117.0,20.0,14.0,0.14285714285714285,0.0,0.0,0.0,0.0
EST,1936,36,8,2,2,3,7,False,129.0,25.0,19.0,0.42105263157894735,0.015503875968992248,0.015503875968992248,0.023255813953488372,0.01808785529715762
EST,1992,46,13,1,0,1,2,False,257.0,34.0,25.0,0.52,0.0038910505836575876,0.0,0.0038910505836575876,0.0025940337224383916
EST,1996,52,13,0,0,0,0,False,271.0,37.0,25.0,0.52,0.0,0.0,0.0,0.0
EST,2000,41,11,1,0,2,3,False,300.0,40.0,27.0,0.4074074074074074,0.0033333333333333335,0.0,0.006666666666666667,0.0033333333333333335
EST,2004,45,10,0,1,2,3,False,301.0,40.0,27.0,0.37037037037037035,0.0,0.0033222591362126247,0.006644518272425249,0.0033222591362126247
EST,2008,53,13,1,1,0,2,False,302.0,42.0,27.0,0.48148148148148145,0.0033112582781456954,0.0033112582781456954,0.0,0.002207505518763797
EST,2012,36,11,0,1,1,2,False,302.0,40.0,26.0,0.4230769230769231,0.0,0.0033112582781456954,0.0033112582781456954,0.002207505518763797
EST,2016,49,13,0,0,1,1,False,306.0,42.0,28.0,0.4642857142857143,0.0,0.0,0.0032679738562091504,0.0010893246187363835
EST,2020,42,15,1,0,1,2,False,339.0,50.0,33.0,0.45454545454545453,0.0029498525073746312,0.0,0.0029498525073746312,0.0019665683382497543
EST,2024,26,14,0,0,0,0,False,329.0,48.0,32.0,0.4375,0.0,0.0,0.0,0.0
ETH,1956,30,2,0,0,0,0,False,151.0,23.0,17.0,0.11764705882352941,0.0,0.0,0.0,0.0
ETH,1960,15,2,1,0,0,1,False,150.0,23.0,17.0,0.11764705882352941,0.006666666666666667,0.0,0.0,0.0022222222222222222
ETH,1964,19,3,1,0,0,1,False,163.0,25.0,19.0,0.15789473684210525,0.006134969325153374,0.0,0.0,0.002044989775051125
ETH,1968,26,3,1,1,0,2,False,172.0,24.0,18.0,0.16666666666666666,0.005813953488372093,0.005813953488372093,0.0,0.003875968992248062
ETH,1972,40,3,0,0,2,2,False,195.0,28.0,21.0,0.14285714285714285,0.0,0.0,0.010256410256410256,0.003418803418803419
ETH,1980,48,3,2,0,2,4,False,203.0,27.0,21.0,0.14285714285714285,0.009852216748768473,0.0,0.009852216748768473,0.006568144499178982
ETH,1992,24,2,1,0,2,3,False,257.0,34.0,25.0,0.08,0.0038910505836575876,0.0,0.007782101167315175,0.0038910505836575876
ETH,1996,19,2,2,0,1,3,False,271.0,37.0,25.0,0.08,0.007380073800738007,0.0,0.0036900369003690036,0.0036900369003690036
ETH,2000,27,2,4,1,3,8,False,300.0,40.0,27.0,0.07407407407407407,0.013333333333333334,0.0033333333333333335,0.01,0.008888888888888889
ETH,2004,27,2,2,3,2,7,False,301.0,40.0,27.0,0.07407407407407407,0.006644518272425249,0.009966777408637873,0.006644518272425249,0.007751937984496124
ETH,2008,29,1,4,1,2,7,False,302.0,42.0,27.0,0.037037037037037035,0.013245033112582781,0.0033112582781456954,0.006622516556291391,0.00772626931567329
ETH,2012,34,2,3,1,3,7,False,302.0,40.0,26.0,0.07692307692307693,0.009933774834437087,0.0033112582781456954,0.009933774834437087,0.00772626931567329
ETH,2016,38,3,1,2,5,8,False,306.0,42.0,28.0,0.10714285714285714,0.0032679738562091504,0.006535947712418301,0.016339869281045753,0.008714596949891068
ETH,2020,38,4,1,1,2,4,False,339.0,50.0,33.0,0.12121212121212122,0.0029498525073746312,0.0029498525073746312,0.0058997050147492625,0.003933136676499509
ETH,2024,35,2,1,3,0,4,False,329.0,48.0,32.0,0.0625,0.00303951367781155,0.00911854103343465,0.0,0.004052684903748734
EUN,1992,650,27,45,38,29,112,False,257.0,34.0,25.0,1.08,0.17509727626459143,0.14785992217898833,0.11284046692607004,0.14526588845654995
FIJ,1956,5,3,0,0,0,0,False,151.0,23.0,17.0,0.17647058823529413,0.0,0.0,0.0,0.0
FIJ,1960,3,1,0,0,0,0,False,150.0,23.0,17.0,0.058823529411764705,0.0,0.0,0.0,0.0
FIJ,1968,1,1,0,0,0,0,False,172.0,24.0,18.0,0.05555555555555555,0.0,0.0,0.0,0.0
FIJ,1972,4,1,0,0,0,0,False,195.0,28.0,21.0,0.047619047619047616,0.0,0.0,0.0,0.0
FIJ,1976,5,1,0,0,0,0,False,198.0,27.0,21.0,0.047619047619047616,0.0,0.0,0.0,0.0
FIJ,1984,26,5,0,0,0,0,False,221.0,29.0,21.0,0.23809523809523808,0.0,0.0,0.0,0.0
FIJ,1988,41,5,0,0,0,0,False,237.0,31.0,23.0,0.21739130434782608,0.0,0.0,0.0,0.0
FIJ,1992,36,4,0,0,0,0,False,257.0,34.0,25.0,0.16,0.0,0.0,0.0,0.0
FIJ,1996,21,5,0,0,0,0,False,271.0,37.0,25.0,0.2,0.0,0.0,0.0,0.0
